,Ctyname,Stname,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,GEO_ID,STATE,COUNTY,NAME,LSAD,CENSUSAREA,geometry,long_lat,NEWNAME,deer_density,deer_row,deer_dist
34,Houston County,Alabama,1,69,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0500000US01069,1.0,69.0,Houston,County,579.824,"POLYGON ((-85.00236799999999 31.000682, -85.024108 31.000681, -85.027512 31.00067, -85.030107 31.000653, -85.031155 31.000647, -85.052088 31.000585, -85.054802 31.000585, -85.05753399999999 31.000585, -85.14583499999999 31.000695, -85.152085 31.000888, -85.15221799999999 31.000834, -85.15445199999999 31.000835, -85.4882977425316 30.9970413425162, -85.48576 31.199886, -85.710866 31.195179, -85.65998499999999 31.270889, -85.48585399999999 31.246096, -85.417434 31.314973, -85.179131 31.307675, -85.08765099999999 31.308677, -85.10156099999999 31.283362, -85.11187099999999 31.258388, -85.10751599999999 31.186451, -85.100207 31.16549, -85.092106 31.160293, -85.08358199999999 31.15963, -85.076628 31.156927, -85.03561499999999 31.108192, -85.029736 31.096163, -85.0221211031193 31.0754800677306, -84.99942799999999 31.013843, -85.00236799999999 31.000682))","(-85.30047595074751, 31.15163762345151)",Houston County,35,250,0
35,Jackson County,Alabama,1,71,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0500000US01071,1.0,71.0,Jackson,County,1077.868,"POLYGON ((-85.8639354755464 34.9883790198068, -85.82872399999999 34.988165, -85.824411 34.988142, -85.605165 34.984678, -85.595191 34.924331, -85.595163 34.924171, -85.583145 34.860371, -85.785471 34.624584, -86.00384 34.480031, -86.057712 34.475994, -86.13984599999999 34.533296, -86.14846399999999 34.599069, -86.16753 34.599264, -86.172856 34.599318, -86.174103 34.599336, -86.17532399999999 34.599354, -86.17864899999999 34.599392, -86.179053 34.599396, -86.182976 34.599438, -86.18298999999999 34.599438, -86.19977799999999 34.59962, -86.218086 34.599817, -86.21896199999999 34.599827, -86.218975 34.599827, -86.221192 34.599851, -86.224237 34.599884, -86.23377699999999 34.599987, -86.23507699999999 34.600001, -86.237028 34.600023, -86.245611 34.600116, -86.24567999999999 34.600116, -86.249983 34.6001, -86.25243399999999 34.600125, -86.254082 34.600143, -86.25778299999999 34.600122, -86.266148 34.600075, -86.26912299999999 34.600059, -86.275775 34.600023, -86.27813999999999 34.600009, -86.27950299999999 34.600004, -86.284617 34.599974, -86.300533 34.599888, -86.30559099999999 34.59986, -86.311677 34.599827, -86.31602599999999 34.599802, -86.316036 34.599802, -86.31714599999999 34.599796, -86.31825099999999 34.59979, -86.318265 34.59979, -86.32695799999999 34.599744, -86.32690599999999 34.599573, -86.326853 34.599403, -86.35903399999999 34.63261, -86.311274 34.991098, -85.8639354755464 34.9883790198068))","(-85.99804919717964, 34.78106081683111)",Jackson County,35,138,0
36,Jefferson County,Alabama,1,73,1,4,2,3,2,0,2,2,0,0,0,0,3,0,4,3,2,4,0500000US01073,1.0,73.0,Jefferson,County,1111.276,"POLYGON ((-87.02358599999999 33.246422, -87.02684599999999 33.246459, -87.065738 33.246907, -87.065754 33.275937, -87.07463399999999 33.276018, -87.074602 33.279682, -87.08754599999999 33.279666, -87.087497 33.290675, -87.126756 33.290844, -87.12714199999999 33.306013, -87.162007 33.306587, -87.16217499999999 33.321012, -87.179638 33.321112, -87.179754 33.32801, -87.18000599999999 33.342979, -87.194841 33.343069, -87.330816 33.491501, -87.26692299999999 33.512929, -87.185794 33.555882, -87.17943 33.613794, -87.057757 33.656363, -87.00596499999999 33.787237, -86.95366399999999 33.815297, -86.75914399999999 33.840617, -86.577799 33.765316, -86.54275799999999 33.765173, -86.51678299999999 33.545896, -86.60450999999999 33.467053, -86.674418 33.466521, -86.830597 33.332015, -87.02358599999999 33.246422))","(-86.89111568110864, 33.55452855088512)",Jefferson County,1,157,0
37,Lamar County,Alabama,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0500000US01075,1.0,75.0,Lamar,County,604.846,"POLYGON ((-88.24839020750051 33.7449079855953, -88.226517 33.911551, -88.226517 33.911665, -88.226428 33.912875, -88.207229 34.058333, -87.98693 34.052102, -87.951785 33.91993, -87.946519 33.524065, -88.274619 33.534008, -88.27005 33.570819, -88.269532 33.572894, -88.269076 33.576929, -88.26815999999999 33.58504, -88.26714799999999 33.591989, -88.267005 33.594229, -88.256343 33.682053, -88.256131 33.68286, -88.254622 33.69578, -88.25444499999999 33.698779, -88.24839020750051 33.7449079855953))","(-88.09823957009561, 33.77739973838385)",Lamar County,10,151,0
38,Lauderdale County,Alabama,1,77,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0500000US01077,1.0,77.0,Lauderdale,County,667.697,"POLYGON ((-88.18245 35.007712, -87.984916 35.0062561906194, -87.87796899999999 35.005468, -87.877742 35.005512, -87.872626 35.005571, -87.853528 35.005541, -87.85341099999999 35.005576, -87.85188599999999 35.005656, -87.77358599999999 35.004946, -87.767602 35.004783, -87.75888999999999 35.004711, -87.709491 35.004089, -87.702321 35.003945, -87.700543 35.003988, -87.696834 35.003852, -87.67140499999999 35.003537, -87.66412299999999 35.003523, -87.60603125214971 35.0033434288886, -87.428613 35.002795, -87.421543 35.002679, -87.4174 35.002669, -87.39131399999999 35.002374, -87.38107099999999 35.002118, -87.359281 35.001823, -87.349251 35.001662, -87.29918499999999 35.000915, -87.27001399999999 35.00039, -87.23054399999999 34.999484, -87.22405322029701 34.9993266591169, -87.21668299999999 34.999148, -87.210759 34.999024, -87.21491399999999 34.816011, -87.26067599999999 34.758626, -87.42650999999999 34.800022, -87.52436299999999 34.832384, -87.83583299999999 34.741239, -87.97322199999999 34.88255, -88.097888 34.892202, -88.12503799999999 34.902227, -88.200064 34.995634, -88.18245 35.007712))","(-87.64913992697171, 34.90337689705765)",Lauderdale County,1,135,0
39,Lawrence County,Alabama,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US01079,1.0,79.0,Lawrence,County,690.678,"POLYGON ((-87.10507299999999 34.686037, -87.105913 34.587643, -87.11011099999999 34.313799, -87.109911 34.299299, -87.52972199999999 34.304598, -87.52966699999999 34.567081, -87.416484 34.767544, -87.42650999999999 34.800022, -87.26067599999999 34.758626, -87.10507299999999 34.686037))","(-87.313793169432, 34.51928062773837)",Lawrence County,1,141,0
40,Lee County,Alabama,1,81,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,0,1,1,0500000US01081,1.0,81.0,Lee,County,607.536,"POLYGON ((-85.080288 32.603577, -85.07993499999999 32.602889, -85.06958299999999 32.58393, -85.044606 32.559499, -85.022509 32.542923, -85.00710000000001 32.523868, -85.001324 32.512973, -85.001052 32.510477, -85.0010297711333 32.510156805034, -85.05929399999999 32.472909, -85.333843 32.468639, -85.33014299999999 32.410842, -85.434045 32.40984, -85.438575 32.49709, -85.48934799999999 32.496937, -85.695854 32.595933, -85.696755 32.697429, -85.59315099999999 32.72853, -85.285043 32.730731, -85.1367764204991 32.7465116851151, -85.1371361115807 32.74516757778449, -85.11473699999999 32.685634, -85.10478999999999 32.642542, -85.0824541471207 32.60702177685739, -85.080288 32.603577))","(-85.35324669169738, 32.59860251342398)",Lee County,10,174,0
41,Limestone County,Alabama,1,83,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0500000US01083,1.0,83.0,Limestone,County,559.936,"POLYGON ((-86.83630599999999 34.991764, -86.820657 34.991764, -86.783648 34.991925, -86.78362801138809 34.9919250273347, -86.79005599999999 34.55079, -86.942899 34.598053, -87.10507299999999 34.686037, -87.26067599999999 34.758626, -87.21491399999999 34.816011, -87.210759 34.999024, -87.011174 34.995162, -87.000007 34.995121, -86.974412 34.994513, -86.972613 34.99461, -86.970236 34.994546, -86.96711999999999 34.9944, -86.86214699999999 34.991956, -86.849794 34.991924, -86.84646599999999 34.99186, -86.83637 34.991764, -86.83630599999999 34.991764))","(-86.9844806632785, 34.81041614132685)",Limestone County,1,136,0
42,Lowndes County,Alabama,1,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0500000US01085,1.0,85.0,Lowndes,County,715.911,"POLYGON ((-86.85758299999999 31.962167, -86.85657599999999 32.048352, -86.90695599999999 32.04797, -86.90830199999999 32.225028, -86.81031299999999 32.224747, -86.864367 32.274918, -86.81491199999999 32.340803, -86.71789699999999 32.402814, -86.496774 32.344437, -86.408816 32.240851, -86.40627599999999 32.050731, -86.44819799999999 31.964629, -86.85758299999999 31.962167))","(-86.65145097516154, 32.15945682093284)",Lowndes County,50,181,0
43,Macon County,Alabama,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US01087,1.0,87.0,Macon,County,608.885,"POLYGON ((-85.88614799999999 32.493053, -85.797156 32.494236, -85.798585 32.581089, -85.695854 32.595933, -85.48934799999999 32.496937, -85.438575 32.49709, -85.434045 32.40984, -85.433543 32.234648, -85.856218 32.231975, -85.919293 32.274382, -86.02301199999999 32.419978, -85.89442 32.447578, -85.88614799999999 32.493053))","(-85.68942463730482, 32.38729003632758)",Macon County,50,177,0
44,Madison County,Alabama,1,89,0,1,3,3,0,3,4,0,2,1,0,3,5,3,5,1,1,3,0500000US01089,1.0,89.0,Madison,County,801.593,"POLYGON ((-86.78362801138809 34.9919250273347, -86.677616 34.99207, -86.676726 34.99207, -86.67435999999999 34.992001, -86.67085299999999 34.992, -86.65961 34.991792, -86.641212 34.99174, -86.600039 34.99124, -86.588962 34.991197, -86.57121699999999 34.991011, -86.555864 34.990971, -86.52848499999999 34.990677, -86.467798 34.990692, -86.433927 34.991085, -86.39720299999999 34.99166, -86.31876114409519 34.9911469680432, -86.311274 34.991098, -86.35903399999999 34.63261, -86.326853 34.599403, -86.33818099999999 34.510103, -86.423914 34.479581, -86.533445 34.502795, -86.55016599999999 34.545963, -86.689353 34.586425, -86.79005599999999 34.55079, -86.78362801138809 34.9919250273347))","(-86.55163055546765, 34.7626761768331)",Madison County,1,137,0
45,Marengo County,Alabama,1,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0500000US01091,1.0,91.0,Marengo,County,976.882,"POLYGON ((-87.66776899999999 31.991355, -87.944233 31.989872, -88.07348999999999 31.990182, -88.07061499999999 32.0617, -88.007077 32.185313, -88.01914499999999 32.28524, -87.930661 32.310574, -88.046335 32.377087, -88.031623 32.43361, -87.85342 32.532086, -87.84514399999999 32.546687, -87.822317 32.543748, -87.82338299999999 32.520443, -87.81255899999999 32.52456, -87.72874399999999 32.480918, -87.524485 32.482028, -87.52428999999999 32.307293, -87.47308 32.307614, -87.472206 32.264919, -87.523405 32.25483, -87.521946 32.132816, -87.624005 32.132345, -87.622756 32.005482, -87.66776899999999 31.991355))","(-87.78580700379356, 32.24766323662591)",Marengo County,50,178,0
46,Marion County,Alabama,1,93,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0500000US01093,1.0,93.0,Marion,County,742.292,"POLYGON ((-88.203596756889 34.0865295741174, -88.176889 34.293858, -88.175867 34.302171, -88.173632 34.321054, -87.634725 34.306997, -87.636118 34.002203, -87.635932 33.915251, -87.951785 33.91993, -87.98693 34.052102, -88.207229 34.058333, -88.203596756889 34.0865295741174))","(-87.88798405919516, 34.136053569546704)",Marion County,10,146,0
47,Marshall County,Alabama,1,95,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,1,2,0500000US01095,1.0,95.0,Marshall,County,565.842,"POLYGON ((-86.55016599999999 34.545963, -86.533445 34.502795, -86.423914 34.479581, -86.33818099999999 34.510103, -86.326853 34.599403, -86.32690599999999 34.599573, -86.32695799999999 34.599744, -86.318265 34.59979, -86.31825099999999 34.59979, -86.31714599999999 34.599796, -86.316036 34.599802, -86.31602599999999 34.599802, -86.311677 34.599827, -86.30559099999999 34.59986, -86.300533 34.599888, -86.284617 34.599974, -86.27950299999999 34.600004, -86.27813999999999 34.600009, -86.275775 34.600023, -86.26912299999999 34.600059, -86.266148 34.600075, -86.25778299999999 34.600122, -86.254082 34.600143, -86.25243399999999 34.600125, -86.249983 34.6001, -86.24567999999999 34.600116, -86.245611 34.600116, -86.237028 34.600023, -86.23507699999999 34.600001, -86.23377699999999 34.599987, -86.224237 34.599884, -86.221192 34.599851, -86.218975 34.599827, -86.21896199999999 34.599827, -86.218086 34.599817, -86.19977799999999 34.59962, -86.18298999999999 34.599438, -86.182976 34.599438, -86.179053 34.599396, -86.17864899999999 34.599392, -86.17532399999999 34.599354, -86.174103 34.599336, -86.172856 34.599318, -86.16753 34.599264, -86.14846399999999 34.599069, -86.13984599999999 34.533296, -86.057712 34.475994, -86.11036199999999 34.427797, -86.10608599999999 34.200756, -86.206107 34.17265, -86.303516 34.099073, -86.45302 34.259317, -86.581936 34.304694, -86.55016599999999 34.545963))","(-86.30693410178158, 34.36813351123297)",Marshall County,10,143,0
48,Mobile County,Alabama,1,97,2,3,2,0,0,0,3,0,3,0,0,0,5,5,1,5,4,3,0500000US01097,1.0,97.0,Mobile,County,1229.435,"MULTIPOLYGON (((-88.124658 30.28364, -88.08681199999999 30.259864, -88.074854 30.249119, -88.075856 30.246139, -88.07878599999999 30.245039, -88.109432 30.242097, -88.12015099999999 30.246149, -88.13708299999999 30.249179, -88.166569 30.249255, -88.20854 30.244807, -88.28057099999999 30.230274, -88.304773 30.228031, -88.313323 30.230024, -88.310025 30.233233, -88.299705 30.231812, -88.28078099999999 30.233781, -88.25837 30.239595, -88.224615 30.245559, -88.17335 30.252418, -88.15830299999999 30.252393, -88.141143 30.255024, -88.13063099999999 30.262125, -88.12472208378369 30.2735414006853, -88.124658 30.28364)), ((-88.00839599999999 30.684956, -88.012444 30.68319, -88.022076 30.673873, -88.02670599999999 30.66149, -88.034588 30.653715, -88.04433899999999 30.652568, -88.061998 30.644891, -88.05959799999999 30.619091, -88.05399799999999 30.612491, -88.064898 30.588292, -88.07489799999999 30.578892, -88.085493 30.563258, -88.08161699999999 30.546317, -88.082792 30.528713, -88.090734 30.52357, -88.10087399999999 30.50975, -88.103768 30.500903, -88.102988 30.493029, -88.09686699999999 30.471053, -88.100646 30.46122, -88.106437 30.452738, -88.10406999999999 30.4273, -88.10727399999999 30.377246, -88.115432 30.35657, -88.124611 30.341623, -88.128052 30.338509, -88.136173 30.320729, -88.15577499999999 30.327184, -88.171967 30.324679, -88.191542 30.317002, -88.19566399999999 30.321242, -88.19836099999999 30.338819, -88.196353 30.343586, -88.188532 30.345053, -88.18852699999999 30.348124, -88.200065 30.362378, -88.20449499999999 30.362102, -88.260695 30.382381, -88.282635 30.382876, -88.290649 30.370741, -88.31160799999999 30.368908, -88.316525 30.369985, -88.319599 30.380334, -88.33227699999999 30.38844, -88.34134499999999 30.38947, -88.36402199999999 30.388006, -88.37467099999999 30.385608, -88.39502299999999 30.369425, -88.402283 30.510852, -88.40354699999999 30.5331, -88.403931 30.543359, -88.40401299999999 30.54506, -88.407484 30.622736, -88.407462 30.631653, -88.40807 30.63697, -88.409571 30.668731, -88.411339 30.706334, -88.41154999999999 30.712956, -88.41220899999999 30.730395, -88.41226999999999 30.731771, -88.41246187382629 30.7355975277863, -88.4256346448051 30.9983012802161, -88.42572899999999 31.000183, -88.42580699999999 31.001123, -88.432007 31.114298, -88.32978199999999 31.143821, -88.022649 31.144267, -87.972869 31.162694, -87.941152 31.048161, -87.98126099999999 30.886895, -87.944546 30.827046, -88.026319 30.753358, -88.00839599999999 30.684956)))","(-88.2081085656856, 30.787297358950504)",Mobile County,10,201,0
49,Monroe County,Alabama,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0500000US01099,1.0,99.0,Monroe,County,1025.675,"POLYGON ((-86.90589899999999 31.753035, -87.052284 31.716761, -87.13505099999999 31.642417, -87.16658099999999 31.519561, -87.42745499999999 31.260386, -87.61588999999999 31.244458, -87.765152 31.297346, -87.784796 31.324672, -87.665572 31.423166, -87.60313699999999 31.409556, -87.56541299999999 31.553573, -87.566841 31.697115, -87.516131 31.697824, -87.50093 31.829251, -86.906899 31.830628, -86.90589899999999 31.753035))","(-87.36839558713925, 31.56882060405775)",Monroe County,35,190,0
50,Montgomery County,Alabama,1,101,0,2,2,0,0,0,1,0,0,0,0,2,0,1,4,0,0,0,0500000US01101,1.0,101.0,Montgomery,County,784.247,"POLYGON ((-86.41117199999999 32.409937, -86.23706799999999 32.49498, -86.192284 32.43613, -86.02301199999999 32.419978, -85.919293 32.274382, -85.999157 32.250543, -85.996853 32.051049, -85.99556299999999 31.967554, -86.191379 31.966453, -86.302217 31.965065, -86.30361599999999 32.051664, -86.40627599999999 32.050731, -86.408816 32.240851, -86.496774 32.344437, -86.41117199999999 32.409937))","(-86.20146718586345, 32.220607146180086)",Montgomery County,50,180,0
51,Morgan County,Alabama,1,103,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,1,0500000US01103,1.0,103.0,Morgan,County,579.337,"POLYGON ((-87.11011099999999 34.313799, -87.105913 34.587643, -87.10507299999999 34.686037, -86.942899 34.598053, -86.79005599999999 34.55079, -86.689353 34.586425, -86.55016599999999 34.545963, -86.581936 34.304694, -87.092311 34.312297, -87.11011099999999 34.313799))","(-86.85238315519133, 34.45368083860697)",Morgan County,1,142,0
52,Perry County,Alabama,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US01105,1.0,105.0,Perry,County,719.664,"POLYGON ((-87.524485 32.482028, -87.52519799999999 32.655713, -87.47391499999999 32.655867, -87.472174 32.83062, -87.4212 32.874508, -87.319473 32.875124, -87.31918399999999 32.831522, -87.01915699999999 32.837034, -87.01776199999999 32.729532, -87.11651499999999 32.487659, -87.423153 32.482965, -87.42174399999999 32.308101, -87.47308 32.307614, -87.52428999999999 32.307293, -87.524485 32.482028))","(-87.29824966417091, 32.6404234679644)",Perry County,35,172,0
53,Pickens County,Alabama,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0500000US01107,1.0,107.0,Pickens,County,881.408,"POLYGON ((-88.29112664902949 33.3990606943674, -88.27742099999999 33.512436, -88.276805 33.516463, -88.274619 33.534008, -87.946519 33.524065, -87.85856 33.525326, -87.840683 33.524839, -87.837521 33.153637, -88.02697099999999 33.063602, -88.171852 32.99586, -88.34043199999999 32.991199, -88.304513806681 33.28832, -88.29112664902949 33.3990606943674))","(-88.08929127770509, 33.27938284595066)",Pickens County,35,161,0
54,Pike County,Alabama,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US01109,1.0,109.0,Pike,County,672.094,"POLYGON ((-85.748251 31.618048, -85.74994099999999 31.617914, -85.789142 31.617964, -86.145895 31.617741, -86.14833899999999 31.790951, -86.199378 31.79045, -86.191379 31.966453, -85.99556299999999 31.967554, -85.996853 32.051049, -85.893652 32.047351, -85.88435 31.967253, -85.790048 31.967254, -85.79104699999999 31.880357, -85.657668 31.880275, -85.66623 31.772877, -85.748251 31.618048))","(-85.94069327200245, 31.804364132932452)",Pike County,50,186,0
55,Randolph County,Alabama,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US01111,1.0,111.0,Randolph,County,580.55,"POLYGON ((-85.64348199999999 33.495885, -85.304439 33.482884, -85.2939021634333 33.4280793192012, -85.2365086541145 33.12956154887789, -85.232378 33.108077, -85.593177 33.10734, -85.653654 33.106634, -85.64348199999999 33.495885))","(-85.45920031958035, 33.29153019060541)",Randolph County,10,162,0
56,Russell County,Alabama,1,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0500000US01113,1.0,113.0,Russell,County,641.14,"POLYGON ((-84.98727790671549 32.3816228151893, -84.987386 32.381201, -85.00809599999999 32.336677, -85.007103 32.328362, -85.001874 32.322015, -84.93867999999999 32.300708, -84.91661083695548 32.281176978144, -84.9090522806375 32.2635401839841, -84.92164990705099 32.2333056657598, -84.9236384232363 32.2315393328831, -84.964828 32.194952, -84.99592899999999 32.184852, -85.047865 32.142033, -85.056029 32.063055, -85.18506699999999 32.061708, -85.25774699999999 32.148251, -85.410241 32.146651, -85.427442 32.146551, -85.433543 32.234648, -85.434045 32.40984, -85.33014299999999 32.410842, -85.333843 32.468639, -85.05929399999999 32.472909, -85.0010297711333 32.510156805034, -85.0007792205445 32.5065477574712, -84.99823099999999 32.469842, -84.983831 32.445643, -84.97943099999999 32.412244, -84.98727790671549 32.3816228151893))","(-85.18656265481792, 32.28610295645104)",Russell County,50,179,0
57,St. Clair County,Alabama,1,115,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0500000US01115,1.0,115.0,St. Clair,County,631.902,"POLYGON ((-86.06527199999999 33.842198, -86.066439 33.841094, -86.06697199999999 33.839198, -86.043993 33.763595, -86.145562 33.679098, -86.235328 33.494532, -86.281999 33.509895, -86.378665 33.390983, -86.37822199999999 33.502411, -86.481939 33.502544, -86.51678299999999 33.545896, -86.54275799999999 33.765173, -86.577799 33.765316, -86.577528 33.801977, -86.377532 33.861706, -86.325622 33.940147, -86.199164 33.988918, -86.06527199999999 33.842198))","(-86.312213255882, 33.718852984687096)",St. Clair County,10,153,0
